booking_id,passenger_id_hash,flight_id,booking_date,status,seat_number,airline,source,destination,departure_time,arrival_time,flight_duration_minutes,flight_duration_hours,supplied_duration_minutes,duration_difference_minutes,duration_status,payment_id,amount,payment_method,first_name,last_name,age,gender,aadhaar_masked,phone_masked,email_masked,flight_day_type,age_group,booking_month
B1569,bdc50ba48d0be6aa003dd8438cee8b3fb28a6d39822633c122919b3043491d3a,AI013,2025-12-26 11:37:36.952,CANCELLED,14E,Air India,HYD,BLR,2026-04-19 03:41:41.701,2026-04-19 04:58:41.701,77.0,1.2833333333333334,77.0,0.0,Valid,,,,Arjun,Mishra,44,M,30**********,+9************,ar********************,Unknown,31-45,2025-12
B1570,43162d4ec9ebb8ca231a1237815ccd5f56ac1f07f4f470abc2f47b5de6c05c29,UK196,2025-11-21 11:37:36.952,CANCELLED,25E,Vistara,BOM,HYD,2026-04-19 00:32:41.703,2026-04-19 04:49:41.703,257.0,4.283333333333333,257.0,0.0,Valid,PAY1116,11109.36,UPI,Aarav,Reddy,63,F,16**********,+9************,aa*******************,Unknown,60+,2025-11
B1570,43162d4ec9ebb8ca231a1237815ccd5f56ac1f07f4f470abc2f47b5de6c05c29,UK196,2025-11-21 11:37:36.952,CANCELLED,25E,Vistara,BOM,HYD,2026-04-19 00:32:41.703,2026-04-19 04:49:41.703,257.0,4.283333333333333,257.0,0.0,Valid,PAY1321,3945.41,UPI,Aarav,Reddy,63,F,16**********,+9************,aa*******************,Unknown,60+,2025-11
B1571,bb7774ccaf953afb4ae638b67587b7b5f0570cabfbbdf5e8da80edee03a0829e,SJ213,2025-11-06 11:37:36.952,CONFIRMED,2C,SpiceJet,BOM,CCU,2026-04-19 01:19:41.703,2026-04-19 04:48:41.703,209.0,3.4833333333333334,209.0,0.0,Valid,,,,Aditya,Das,24,M,87**********,+9************,ad*******************,Unknown,18-30,2025-11
B1572,7e8681b0b5dcad0de38066ad7b0a7c2be54c6d39727b1b40a94c03a56faa1c3e,UK119,2025-05-26 11:37:36.952,CONFIRMED,5D,Vistara,BOM,CCU,2026-04-19 00:21:41.702,2026-04-19 04:38:41.702,257.0,4.283333333333333,257.0,0.0,Valid,PAY1060,,NETBANKING,Diya,Joshi,8,M,78**********,+9************,di***********************,Unknown,Under 18,2025-05
B1572,7e8681b0b5dcad0de38066ad7b0a7c2be54c6d39727b1b40a94c03a56faa1c3e,UK119,2025-05-26 11:37:36.952,CONFIRMED,5D,Vistara,BOM,CCU,2026-04-19 00:21:41.702,2026-04-19 04:38:41.702,257.0,4.283333333333333,257.0,0.0,Valid,PAY1403,13849.86,NETBANKING,Diya,Joshi,8,M,78**********,+9************,di***********************,Unknown,Under 18,2025-05
B1573,dd2315e37eac92923af0c408e6edec9c9bf13aae20166f1afb4bb3235b7b3553,AI043,2026-03-18 11:37:36.952,PENDING,19B,Air India,CCU,DEL,2026-04-19 00:28:41.701,2026-04-19 04:37:41.701,249.0,4.15,249.0,0.0,Valid,PAY1682,7629.97,NETBANKING,Krishna,Joshi,19,F,85**********,+9************,kr**********************,Unknown,18-30,2026-03
B1574,9c2461755b69c4ab97fdebbf778d8d1282e65164f889ae51c6c255fe6d33f20e,AI043,2025-04-29 11:37:36.952,CANCELLED,18A,Air India,CCU,DEL,2026-04-19 00:28:41.701,2026-04-19 04:37:41.701,249.0,4.15,249.0,0.0,Valid,PAY1435,13905.05,UPI,Ishaan,Banerjee,3,F,26*********,+9************,is**************************,Unknown,Under 18,2025-04
B1575,7aa176d0a5f6a996e7fe57dec83784416fe6d898c98ce4815d2a6492d57a6472,AI143,2025-06-16 11:37:36.952,CANCELLED,2B,Air India,CCU,DEL,2026-04-19 03:58:41.702,2026-04-19 04:36:41.702,38.0,0.6333333333333333,38.0,0.0,Valid,PAY1551,12516.91,CARD,Riya,Singh,56,M,83**********,+9************,ri***********************,Unknown,46-60,2025-06
B1576,a0c14a5b58b318831041a0da4ae6ad5e5c47e2a06ebdc9e3c8b149b595d8a682,SJ032,2025-10-20 11:37:36.952,Unknown,6F,SpiceJet,MAA,BOM,2026-04-19 02:11:41.701,2026-04-19 04:33:41.701,142.0,2.3666666666666667,142.0,0.0,Valid,PAY1778,,CARD,Aadhya,Mehta,16,F,13**********,+9************,aa**************************,Unknown,Under 18,2025-10
B1577,2dc43d859714a78e509c0d7143436d2f896de5518e1837c78151c59ccd78bcf1,6F050,2026-01-24 11:37:36.952,CONFIRMED,23A,IndiGo,DEL,BOM,2026-04-19 00:35:41.701,2026-04-19 04:32:41.701,237.0,3.95,237.0,0.0,Valid,,,,Aarav,Ghosh,33,M,47*********,+9************,aa*********************,Unknown,31-45,2026-01
B1578,e2aecd9570718a8807f0e8649e84f841cbd416fa94f569737c9c3127f2702b4f,AI134,2025-12-25 11:37:36.952,PENDING,6B,Air India,HYD,BOM,2026-04-19 00:28:41.702,2026-04-19 04:23:41.702,235.0,3.9166666666666665,235.0,0.0,Valid,PAY1069,,UPI,Anika,Kulkarni,58,M,76**********,+9************,an****************************,Unknown,46-60,2025-12
B1578,e2aecd9570718a8807f0e8649e84f841cbd416fa94f569737c9c3127f2702b4f,AI134,2025-12-25 11:37:36.952,PENDING,6B,Air India,HYD,BOM,2026-04-19 00:28:41.702,2026-04-19 04:23:41.702,235.0,3.9166666666666665,235.0,0.0,Valid,PAY1084,1897.18,CARD,Anika,Kulkarni,58,M,76**********,+9************,an****************************,Unknown,46-60,2025-12
B1578,e2aecd9570718a8807f0e8649e84f841cbd416fa94f569737c9c3127f2702b4f,AI134,2025-12-25 11:37:36.952,PENDING,6B,Air India,HYD,BOM,2026-04-19 00:28:41.702,2026-04-19 04:23:41.702,235.0,3.9166666666666665,235.0,0.0,Valid,PAY1974,2200.51,UPI,Anika,Kulkarni,58,M,76**********,+9************,an****************************,Unknown,46-60,2025-12
B1579,f2e1cb35b74d366920d797365caeeaab3eea7db0becc60fb58aac63acd97e1de,6F182,2025-04-24 11:37:36.952,CONFIRMED,28E,IndiGo,BOM,CCU,2026-04-19 02:10:41.703,2026-04-19 04:18:41.703,128.0,2.1333333333333333,128.0,0.0,Valid,PAY1479,6611.83,CARD,Arjun,Iyer,39,F,73**********,+9************,ar******************,Unknown,31-45,2025-04
B1579,f2e1cb35b74d366920d797365caeeaab3eea7db0becc60fb58aac63acd97e1de,6F182,2025-04-24 11:37:36.952,CONFIRMED,28E,IndiGo,BOM,CCU,2026-04-19 02:10:41.703,2026-04-19 04:18:41.703,128.0,2.1333333333333333,128.0,0.0,Valid,PAY1509,2832.27,NETBANKING,Arjun,Iyer,39,F,73**********,+9************,ar******************,Unknown,31-45,2025-04
B1580,a759aaee0229400211580e1ddf0be6282fdb5e809de0389fc1b5944444cd749f,SJ086,2025-10-08 11:37:36.952,CONFIRMED,20D,SpiceJet,CCU,DEL,2026-04-19 00:32:41.702,2026-04-19 04:17:41.702,225.0,3.75,225.0,0.0,Valid,PAY1780,10617.14,CARD,Shaurya,Verma,60,F,71**********,+9************,sh*********************,Unknown,46-60,2025-10
B1580,a759aaee0229400211580e1ddf0be6282fdb5e809de0389fc1b5944444cd749f,SJ086,2025-10-08 11:37:36.952,CONFIRMED,20D,SpiceJet,CCU,DEL,2026-04-19 00:32:41.702,2026-04-19 04:17:41.702,225.0,3.75,225.0,0.0,Valid,PAY1848,11400.72,UPI,Shaurya,Verma,60,F,71**********,+9************,sh*********************,Unknown,46-60,2025-10
B1580,a759aaee0229400211580e1ddf0be6282fdb5e809de0389fc1b5944444cd749f,SJ086,2025-10-08 11:37:36.952,CONFIRMED,20D,SpiceJet,CCU,DEL,2026-04-19 00:32:41.702,2026-04-19 04:17:41.702,225.0,3.75,225.0,0.0,Valid,PAY1936,4607.2,UPI,Shaurya,Verma,60,F,71**********,+9************,sh*********************,Unknown,46-60,2025-10
B1581,9c8b72e9309f1ca4a801e836ae3ee548e4fab5ba18437be41dbac15e14aa7c97,6F170,2025-08-06 11:37:36.952,CONFIRMED,3D,IndiGo,HYD,DEL,2026-04-19 02:44:41.703,2026-04-19 04:14:41.703,90.0,1.5,90.0,0.0,Valid,PAY1576,,UPI,Diya,Patel,35,M,43**********,+9************,di******************,Unknown,31-45,2025-08
B1581,9c8b72e9309f1ca4a801e836ae3ee548e4fab5ba18437be41dbac15e14aa7c97,6F170,2025-08-06 11:37:36.952,CONFIRMED,3D,IndiGo,HYD,DEL,2026-04-19 02:44:41.703,2026-04-19 04:14:41.703,90.0,1.5,90.0,0.0,Valid,PAY1765,9514.99,NETBANKING,Diya,Patel,35,M,43**********,+9************,di******************,Unknown,31-45,2025-08
B1582,89b838af3563d06bd281ffd294bd47fee3a54113f63f7076dd031563c4a41c3f,UK168,2025-04-24 11:37:36.952,PENDING,34B,Vistara,BLR,CCU,2026-04-19 03:20:41.703,2026-04-19 04:09:41.703,49.0,0.8166666666666667,49.0,0.0,Valid,PAY1195,13552.0,UPI,Vivaan,Reddy,26,F,52**********,+9************,vi**********************,Unknown,18-30,2025-04
B1583,0b40c4ed7240e82b9daeb1d3d1dfec63f961836cb323b1a80f47700b744efddb,SJ072,2026-02-22 11:37:36.952,Unknown,33D,SpiceJet,DEL,HYD,2026-04-19 01:18:41.701,2026-04-19 04:08:41.701,170.0,2.8333333333333335,170.0,0.0,Valid,,,,Ananya,Gupta,45,M,59*********,+9************,an********************,Unknown,31-45,2026-02
B1584,f74c7ceeba75df59fec0de11c68f8fbc5171cbd8ec128eddf975cde87f58a095,UK075,2025-04-28 11:37:36.952,CANCELLED,21C,Vistara,MAA,CCU,2026-04-18 23:15:41.702,2026-04-19 03:54:41.702,279.0,4.65,279.0,0.0,Valid,PAY1127,13317.93,NETBANKING,Shaurya,Mehta,42,F,38**********,+9************,sh***************************,Unknown,31-45,2025-04
B1584,f74c7ceeba75df59fec0de11c68f8fbc5171cbd8ec128eddf975cde87f58a095,UK075,2025-04-28 11:37:36.952,CANCELLED,21C,Vistara,MAA,CCU,2026-04-18 23:15:41.702,2026-04-19 03:54:41.702,279.0,4.65,279.0,0.0,Valid,PAY1923,13148.95,CARD,Shaurya,Mehta,42,F,38**********,+9************,sh***************************,Unknown,31-45,2025-04
B1585,323969a7963eafc6513bc14886c789e73bb1919adde854ed931330089747a1aa,6F233,2026-01-08 11:37:36.952,CANCELLED,1C,IndiGo,BLR,BOM,2026-04-18 23:56:41.704,2026-04-19 03:53:41.704,237.0,3.95,237.0,0.0,Valid,PAY1036,11603.63,NETBANKING,Aadhya,Mishra,59,F,46**********,+9************,aa*********************,Unknown,46-60,2026-01
B1585,323969a7963eafc6513bc14886c789e73bb1919adde854ed931330089747a1aa,6F233,2026-01-08 11:37:36.952,CANCELLED,1C,IndiGo,BLR,BOM,2026-04-18 23:56:41.704,2026-04-19 03:53:41.704,237.0,3.95,237.0,0.0,Valid,PAY1533,11914.07,UPI,Aadhya,Mishra,59,F,46**********,+9************,aa*********************,Unknown,46-60,2026-01
B1585,323969a7963eafc6513bc14886c789e73bb1919adde854ed931330089747a1aa,6F233,2026-01-08 11:37:36.952,CANCELLED,1C,IndiGo,BLR,BOM,2026-04-18 23:56:41.704,2026-04-19 03:53:41.704,237.0,3.95,237.0,0.0,Valid,PAY1961,,UPI,Aadhya,Mishra,59,F,46**********,+9************,aa*********************,Unknown,46-60,2026-01
B1586,92929313a75069630a3f41a498062f3b99dc58e1bb7aaab8b084ebdfa4e98f0c,SJ143,2025-11-13 11:37:36.952,CANCELLED,25B,SpiceJet,DEL,BOM,2026-04-19 02:55:41.702,2026-04-19 03:52:41.702,57.0,0.95,57.0,0.0,Valid,,,,Kavya,Kulkarni,45,M,91**********,+9************,ka************************,Unknown,31-45,2025-11
B1587,ad3bdf275e916fdac402d01898ca3a3c574ac15d01c763ad5c76f9a772a79c2f,SJ246,2025-06-28 11:37:36.952,PENDING,34E,SpiceJet,BOM,DEL,2026-04-19 02:47:41.704,2026-04-19 03:47:42.000,60.004933333333334,1.0000822222222223,60.0,0.004933333333333678,Valid,PAY1369,11740.35,NETBANKING,Krishna,Verma,89,F,39**********,+9************,kr*********************,Unknown,60+,2025-06
B1588,901331ea90015d4bc0291766f4f107a0d34cb5ed3825fec0e3dbd03717fde73a,SJ247,2025-11-04 11:37:36.952,CONFIRMED,10B,SpiceJet,DEL,BOM,2026-04-18 23:38:41.704,2026-04-19 03:43:41.704,245.0,4.083333333333333,245.0,0.0,Valid,PAY1107,12810.22,UPI,Kavya,Joshi,63,M,58**********,+9************,ka*******************,Unknown,60+,2025-11
B1589,05eea77c075ff7329e9eb383df908cc03d91db1aad14d9e93f0e534a08c2d972,UK157,2025-08-31 11:37:36.952,PENDING,3D,Vistara,CCU,BOM,2026-04-19 02:41:41.703,2026-04-19 03:41:42.000,60.00495,1.0000825,60.0,0.004950000000000898,Valid,PAY1044,3501.28,CARD,Aarav,Joshi,17,F,20**********,+9************,aa*********************,Unknown,Under 18,2025-08
B1589,05eea77c075ff7329e9eb383df908cc03d91db1aad14d9e93f0e534a08c2d972,UK157,2025-08-31 11:37:36.952,PENDING,3D,Vistara,CCU,BOM,2026-04-19 02:41:41.703,2026-04-19 03:41:42.000,60.00495,1.0000825,60.0,0.004950000000000898,Valid,PAY1197,11781.84,UPI,Aarav,Joshi,17,F,20**********,+9************,aa*********************,Unknown,Under 18,2025-08
B1589,05eea77c075ff7329e9eb383df908cc03d91db1aad14d9e93f0e534a08c2d972,UK157,2025-08-31 11:37:36.952,PENDING,3D,Vistara,CCU,BOM,2026-04-19 02:41:41.703,2026-04-19 03:41:42.000,60.00495,1.0000825,60.0,0.004950000000000898,Valid,PAY1540,14149.64,UPI,Aarav,Joshi,17,F,20**********,+9************,aa*********************,Unknown,Under 18,2025-08
B1590,0211dba0308362d09d12cce5048bc85a2ef253da3e6168f427992abe6729bcef,UK069,2026-04-01 11:37:36.952,CONFIRMED,25B,Vistara,CCU,DEL,2026-04-19 01:10:41.701,2026-04-19 03:23:41.701,133.0,2.216666666666667,133.0,0.0,Valid,PAY1569,1015.84,UPI,Vivaan,Joshi,65,F,52**********,+9************,vi**********************,Unknown,60+,2026-04
B1591,a29b0b8a8a5283bcac0ee3f87fc316a362732ca213d0d6508e9fe78f2c82a662,AI106,2025-11-20 11:37:36.952,CANCELLED,8A,Air India,HYD,BLR,2026-04-19 02:07:41.702,2026-04-19 03:20:41.702,73.0,1.2166666666666666,73.0,0.0,Valid,PAY1194,5274.56,UPI,Myra,Ghosh,20,M,46**********,+9************,my********************,Unknown,18-30,2025-11
B1591,a29b0b8a8a5283bcac0ee3f87fc316a362732ca213d0d6508e9fe78f2c82a662,AI106,2025-11-20 11:37:36.952,CANCELLED,8A,Air India,HYD,BLR,2026-04-19 02:07:41.702,2026-04-19 03:20:41.702,73.0,1.2166666666666666,73.0,0.0,Valid,PAY1693,11559.24,UPI,Myra,Ghosh,20,M,46**********,+9************,my********************,Unknown,18-30,2025-11
B1592,872ce3ad7cd88dc979b90e4a798b5a58bad12953f5433bbf4125c0fea3b9c0c8,UK085,2025-11-17 11:37:36.952,CONFIRMED,24F,Vistara,MAA,DEL,2026-04-19 02:15:41.702,2026-04-19 03:17:41.702,62.0,1.0333333333333334,62.0,0.0,Valid,,,,Sara,Banerjee,1,F,66**********,+9************,sa*********************,Unknown,Under 18,2025-11
B1593,4f298002003d87c1d612ccc5bd08710bf4a0e8820b936ee256fe2747d11f2c86,6F087,2025-09-24 11:37:36.952,Unknown,1A,IndiGo,DEL,HYD,2026-04-18 23:24:41.702,2026-04-19 03:10:41.702,226.0,3.7666666666666666,226.0,0.0,Valid,,,,Shaurya,Ghosh,1,F,40**********,+9************,sh*********************,Unknown,Under 18,2025-09
B1594,c298cecdba76c83f263350d53e080a96bd431f42cd19de6efdd702431a28ae0d,AI067,2025-06-01 11:37:36.952,CONFIRMED,25E,Air India,HYD,DEL,2026-04-18 23:36:41.701,2026-04-19 03:09:41.701,213.0,3.55,213.0,0.0,Valid,PAY1592,1448.88,NETBANKING,Shaurya,Naidu,23,M,87**********,+9************,sh*********************,Unknown,18-30,2025-06
B1595,b502debe7f09d395199c85c9dc20b9edbc7eb055b4499ff2ea811a2cf747ddfb,6F226,2026-01-07 11:37:36.952,PENDING,4E,IndiGo,DEL,BOM,2026-04-19 00:38:41.704,2026-04-19 02:55:41.704,137.0,2.283333333333333,137.0,0.0,Valid,PAY1376,13806.53,UPI,Aditya,Patel,76,F,20**********,+9************,ad**********************,Unknown,60+,2026-01
B1595,b502debe7f09d395199c85c9dc20b9edbc7eb055b4499ff2ea811a2cf747ddfb,6F226,2026-01-07 11:37:36.952,PENDING,4E,IndiGo,DEL,BOM,2026-04-19 00:38:41.704,2026-04-19 02:55:41.704,137.0,2.283333333333333,137.0,0.0,Valid,PAY1612,11063.32,UPI,Aditya,Patel,76,F,20**********,+9************,ad**********************,Unknown,60+,2026-01
B1596,a283a09aa25e74844adbaa72805adfee5de273ca179f93f31826cf2ad4dc9551,SJ210,2025-12-20 11:37:36.952,CONFIRMED,15E,SpiceJet,HYD,CCU,2026-04-18 23:21:41.703,2026-04-19 02:54:41.703,213.0,3.55,213.0,0.0,Valid,PAY1108,3495.5,UPI,Reyansh,Chatterjee,89,F,41**********,+9************,re**************************,Unknown,60+,2025-12
B1596,a283a09aa25e74844adbaa72805adfee5de273ca179f93f31826cf2ad4dc9551,SJ210,2025-12-20 11:37:36.952,CONFIRMED,15E,SpiceJet,HYD,CCU,2026-04-18 23:21:41.703,2026-04-19 02:54:41.703,213.0,3.55,213.0,0.0,Valid,PAY1302,14525.4,UPI,Reyansh,Chatterjee,89,F,41**********,+9************,re**************************,Unknown,60+,2025-12
B1597,057f584babdcf5f8b5a00a11422fb1d3548b0f6452655b0d7c48cae445d21bcf,6F269,2025-10-23 11:37:36.952,CONFIRMED,33A,IndiGo,HYD,MAA,2026-04-19 01:30:41.702,2026-04-19 02:52:41.702,82.0,1.3666666666666667,82.0,0.0,Valid,PAY1461,11103.08,CARD,Aditya,Reddy,55,M,84**********,+9************,ad*************************,Unknown,46-60,2025-10
B1597,057f584babdcf5f8b5a00a11422fb1d3548b0f6452655b0d7c48cae445d21bcf,6F269,2025-10-23 11:37:36.952,CONFIRMED,33A,IndiGo,HYD,MAA,2026-04-19 01:30:41.702,2026-04-19 02:52:41.702,82.0,1.3666666666666667,82.0,0.0,Valid,PAY1482,8089.18,UPI,Aditya,Reddy,55,M,84**********,+9************,ad*************************,Unknown,46-60,2025-10
B1598,e34896f79a0e0759380ec16c206f581d69ced88424a2c7256da86cdf0e0a46dc,UK013,2026-01-02 11:37:36.952,CONFIRMED,11B,Vistara,BOM,MAA,2026-04-18 23:52:41.701,2026-04-19 02:52:41.701,180.0,3.0,180.0,0.0,Valid,PAY1366,1959.04,CARD,Ishaan,Iyer,43,F,47**********,+9************,is************************,Unknown,31-45,2026-01
B1598,e34896f79a0e0759380ec16c206f581d69ced88424a2c7256da86cdf0e0a46dc,UK013,2026-01-02 11:37:36.952,CONFIRMED,11B,Vistara,BOM,MAA,2026-04-18 23:52:41.701,2026-04-19 02:52:41.701,180.0,3.0,180.0,0.0,Valid,PAY1684,14019.19,NETBANKING,Ishaan,Iyer,43,F,47**********,+9************,is************************,Unknown,31-45,2026-01
B1599,f1f58d998de0d7ee37881e3c74ed382741c723ad260b60c0acb6992675a46475,UK013,2025-09-30 11:37:36.952,PENDING,9E,Vistara,BOM,MAA,2026-04-18 23:52:41.701,2026-04-19 02:52:41.701,180.0,3.0,180.0,0.0,Valid,,,,Saanvi,Mehta,79,M,10**********,+9************,sa**********************,Unknown,60+,2025-09
B1600,8265fbf82c26f5f4ea4718318fd82549bd67feb2c7eee42d0a82a978fff7527f,UK143,2025-07-20 11:37:36.952,PENDING,2C,Vistara,BLR,BOM,2026-04-19 01:34:41.703,2026-04-19 02:48:41.703,74.0,1.2333333333333334,74.0,0.0,Valid,PAY1411,12808.71,NETBANKING,Vivaan,Pillai,75,F,89**********,+9************,vi*********************,Unknown,60+,2025-07
B1600,8265fbf82c26f5f4ea4718318fd82549bd67feb2c7eee42d0a82a978fff7527f,UK143,2025-07-20 11:37:36.952,PENDING,2C,Vistara,BLR,BOM,2026-04-19 01:34:41.703,2026-04-19 02:48:41.703,74.0,1.2333333333333334,74.0,0.0,Valid,PAY1497,11274.54,CARD,Vivaan,Pillai,75,F,89**********,+9************,vi*********************,Unknown,60+,2025-07
B1601,f1e921ffaf861ea372dd545d469e4e291357c01134a401015942fe6a92883e31,6F262,2025-09-07 11:37:36.952,PENDING,28D,IndiGo,MAA,DEL,2026-04-19 01:44:41.702,2026-04-19 02:47:41.702,63.0,1.05,63.0,0.0,Valid,,,,Ishaan,Iyer,61,M,10**********,+9************,is**********************,Unknown,60+,2025-09
B1602,d74aca86f92c65cafecdfff785341967ab44bd2039bb62550cf700740e5c15a3,6F042,2025-07-07 11:37:36.952,Unknown,2A,IndiGo,HYD,DEL,2026-04-18 22:35:41.701,2026-04-19 02:41:41.701,246.0,4.1,246.0,0.0,Valid,PAY1034,4028.21,NETBANKING,Aadhya,Mehta,27,F,78**********,+9************,aa*************************,Unknown,18-30,2025-07
B1603,323969a7963eafc6513bc14886c789e73bb1919adde854ed931330089747a1aa,SJ118,2025-12-06 11:37:36.952,CANCELLED,17E,SpiceJet,DEL,BOM,2026-04-19 01:08:41.702,2026-04-19 02:33:41.702,85.0,1.4166666666666667,85.0,0.0,Valid,,,,Aadhya,Mishra,59,F,46**********,+9************,aa*********************,Unknown,46-60,2025-12
B1604,49062701bc17258527088cf07c7e776ff9ab8fd2f895f78327fd26d784ff1985,SJ118,2025-11-17 11:37:36.952,CANCELLED,3C,SpiceJet,DEL,BOM,2026-04-19 01:08:41.702,2026-04-19 02:33:41.702,85.0,1.4166666666666667,85.0,0.0,Valid,,,,Vivaan,Gupta,1,F,50**********,+9************,vi********************,Unknown,Under 18,2025-11
B1605,da15c99dc20d50e06abebbb036a7275c44ea7d078611a19e8af04cf4cbd45319,SJ082,2025-10-03 11:37:36.952,CANCELLED,6C,SpiceJet,BOM,DEL,2026-04-19 01:54:41.702,2026-04-19 02:33:41.702,39.0,0.65,39.0,0.0,Valid,PAY1290,,CARD,Arjun,Nair,8,F,22**********,+9************,ar***********************,Unknown,Under 18,2025-10
B1606,5e7e23a4ca4cb432c8a49b9a8ae99d22522d1ee10d3b1f32eb5c62ce1a2b8e14,6F015,2025-07-18 11:37:36.952,CONFIRMED,23E,IndiGo,BOM,CCU,2026-04-18 23:39:41.701,2026-04-19 02:27:41.701,168.0,2.8,168.0,0.0,Valid,PAY1327,6829.49,CARD,Ishaan,Nair,28,M,20**********,+9************,is*******************,Unknown,18-30,2025-07
B1606,5e7e23a4ca4cb432c8a49b9a8ae99d22522d1ee10d3b1f32eb5c62ce1a2b8e14,6F015,2025-07-18 11:37:36.952,CONFIRMED,23E,IndiGo,BOM,CCU,2026-04-18 23:39:41.701,2026-04-19 02:27:41.701,168.0,2.8,168.0,0.0,Valid,PAY1355,5934.1,UPI,Ishaan,Nair,28,M,20**********,+9************,is*******************,Unknown,18-30,2025-07
B1606,5e7e23a4ca4cb432c8a49b9a8ae99d22522d1ee10d3b1f32eb5c62ce1a2b8e14,6F015,2025-07-18 11:37:36.952,CONFIRMED,23E,IndiGo,BOM,CCU,2026-04-18 23:39:41.701,2026-04-19 02:27:41.701,168.0,2.8,168.0,0.0,Valid,PAY1856,8323.82,CARD,Ishaan,Nair,28,M,20**********,+9************,is*******************,Unknown,18-30,2025-07
B1607,381fb8bf617b85b1500be36389446b3dcb63971f826b60836e4b32f6d1d2c80a,AI101,2026-02-02 11:37:36.952,Unknown,30F,Air India,DEL,BLR,2026-04-18 23:20:41.702,2026-04-19 02:23:41.702,183.0,3.05,183.0,0.0,Valid,PAY1543,10198.91,CARD,Ananya,Khan,26,F,70**********,+9************,an*******************,Unknown,18-30,2026-02
B1607,381fb8bf617b85b1500be36389446b3dcb63971f826b60836e4b32f6d1d2c80a,AI101,2026-02-02 11:37:36.952,Unknown,30F,Air India,DEL,BLR,2026-04-18 23:20:41.702,2026-04-19 02:23:41.702,183.0,3.05,183.0,0.0,Valid,PAY1727,2887.17,NETBANKING,Ananya,Khan,26,F,70**********,+9************,an*******************,Unknown,18-30,2026-02
B1608,cfc35c9d3cd9f8deea603f67203cba18ef85d22d30213c6a46b654ef9dafab3e,SJ110,2025-06-28 11:37:36.952,CANCELLED,10B,SpiceJet,CCU,DEL,2026-04-19 01:47:41.702,2026-04-19 02:20:41.702,33.0,0.55,33.0,0.0,Valid,,,,Diya,Verma,27,M,42**********,+9************,di***********************,Unknown,18-30,2025-06
B1609,d78d33086a6ac7092ce5210ee0bc93c09febeb9745177ccab0a40151aeb89c3b,SJ042,2025-10-21 11:37:36.952,CANCELLED,19D,SpiceJet,HYD,CCU,2026-04-18 22:38:41.701,2026-04-19 02:20:41.701,222.0,3.7,222.0,0.0,Valid,,,,Anika,Khan,57,M,88**********,+9************,an********************,Unknown,46-60,2025-10
B1610,fb8fab599298ca767005a6c1027c660a1c2d3ffd621b3543c2e094475a60f63a,6F145,2025-10-13 11:37:36.952,CONFIRMED,27A,IndiGo,CCU,DEL,2026-04-19 01:02:41.703,2026-04-19 02:18:41.703,76.0,1.2666666666666666,76.0,0.0,Valid,PAY1685,5809.44,NETBANKING,Ananya,Kulkarni,48,M,26**********,+9************,an*************************,Unknown,46-60,2025-10
B1611,4f298002003d87c1d612ccc5bd08710bf4a0e8820b936ee256fe2747d11f2c86,UK029,2026-01-05 11:37:36.952,CANCELLED,14C,Vistara,DEL,BOM,2026-04-18 23:26:41.701,2026-04-19 02:15:41.701,169.0,2.816666666666667,169.0,0.0,Valid,PAY1260,10642.75,CARD,Shaurya,Ghosh,1,F,40**********,+9************,sh*********************,Unknown,Under 18,2026-01
B1611,4f298002003d87c1d612ccc5bd08710bf4a0e8820b936ee256fe2747d11f2c86,UK029,2026-01-05 11:37:36.952,CANCELLED,14C,Vistara,DEL,BOM,2026-04-18 23:26:41.701,2026-04-19 02:15:41.701,169.0,2.816666666666667,169.0,0.0,Valid,PAY1520,11754.89,NETBANKING,Shaurya,Ghosh,1,F,40**********,+9************,sh*********************,Unknown,Under 18,2026-01
B1612,115f110efe2c65297179f84ceb6a5154ba53e08f2d9b5659b5417adaea4e61eb,SJ200,2025-04-18 11:37:36.952,CANCELLED,28C,SpiceJet,BOM,DEL,2026-04-18 23:24:41.703,2026-04-19 02:11:41.703,167.0,2.783333333333333,167.0,0.0,Valid,,,,Diya,Das,2,M,13**********,+9************,di*******************,Unknown,Under 18,2025-04
B1613,9891e403b0f09d3ef6bb6a150444d7aed41685e904c6f0657120ac5fec5ca431,SJ209,2026-01-29 11:37:36.952,CONFIRMED,6A,SpiceJet,BLR,BOM,2026-04-18 22:22:41.703,2026-04-19 02:03:41.703,221.0,3.683333333333333,221.0,0.0,Valid,PAY1086,11718.47,UPI,Riya,Gupta,10,M,99**********,+9************,ri*******************,Unknown,Under 18,2026-01
B1613,9891e403b0f09d3ef6bb6a150444d7aed41685e904c6f0657120ac5fec5ca431,SJ209,2026-01-29 11:37:36.952,CONFIRMED,6A,SpiceJet,BLR,BOM,2026-04-18 22:22:41.703,2026-04-19 02:03:41.703,221.0,3.683333333333333,221.0,0.0,Valid,PAY1086,11718.47,UPI,RiyaGupta,Unknown,10,M,55**********,+9************,ri**********************,Unknown,Under 18,2026-01
B1613,9891e403b0f09d3ef6bb6a150444d7aed41685e904c6f0657120ac5fec5ca431,SJ209,2026-01-29 11:37:36.952,CONFIRMED,6A,SpiceJet,BLR,BOM,2026-04-18 22:22:41.703,2026-04-19 02:03:41.703,221.0,3.683333333333333,221.0,0.0,Valid,PAY1587,4590.83,NETBANKING,Riya,Gupta,10,M,99**********,+9************,ri*******************,Unknown,Under 18,2026-01
